Price,Adj_Close,log_ret,Regime
Ticker,SPY,,
Date,,,
2015-11-24,176.9036102294922,0.001338276076611855,0
2015-11-25,176.8782501220703,-0.00014336578726847904,0
2015-11-27,177.0811004638672,0.0011461788686668584,0
2015-11-30,176.345947265625,-0.004160147126421876,0
2015-12-01,178.02748107910156,0.00949025124093339,0
2015-12-02,176.21067810058594,-0.01025761263450331,1
2015-12-03,173.74327087402344,-0.014101558913484524,1
2015-12-04,177.13180541992188,0.01931536392668054,1
2015-12-07,176.05865478515625,-0.006076913496820602,1
2015-12-08,174.87559509277344,-0.006742369401508519,1
2015-12-09,173.51515197753906,-0.007809909084270039,1
2015-12-10,173.96298217773438,0.002577603619486446,1
2015-12-11,170.59136962890625,-0.019571485039644898,1
2015-12-14,171.4532928466797,0.005039839159816317,1
2015-12-15,173.25318908691406,0.010443160732610757,1
2015-12-16,175.78822326660156,0.014525948296270741,1
2015-12-17,173.1095428466797,-0.015355403865397577,1
2015-12-18,170.0255889892578,-0.017975640570583096,1
2015-12-21,171.42811584472656,0.008215079955855131,1
2015-12-22,172.9837188720703,0.009033450358215234,1
2015-12-23,175.12579345703125,0.012307055947762713,1
2015-12-24,174.83680725097656,-0.0016515265982999239,1
2015-12-28,174.43734741210938,-0.002287372298814816,1
2015-12-29,176.29888916015625,0.010615151980355897,1
2015-12-30,175.04933166503906,-0.007112959106724048,1
2015-12-31,173.2982635498047,-0.01005365266475522,1
2016-01-04,170.8756866455078,-0.014077863318280315,1
2016-01-05,171.1645965576172,0.0016893330698506404,1
2016-01-06,169.0055389404297,-0.012694157332695966,1
2016-01-07,164.9507598876953,-0.024284484741489365,1
2016-01-08,163.1402130126953,-0.011036970863474771,1
2016-01-11,163.30165100097656,0.0009890765813995728,1
2016-01-12,164.61927795410156,0.008036291239855053,1
2016-01-13,160.5135498046875,-0.025257039931916303,1
2016-01-14,163.1487274169922,0.01628386146337224,1
2016-01-15,159.6465301513672,-0.021700038101870156,1
2016-01-19,159.8590850830078,0.0013305241151506664,1
2016-01-20,157.8104705810547,-0.012897949239873086,1
2016-01-21,158.6945037841797,0.005586234490160713,1
2016-01-22,161.95013427734375,0.020307480552642865,1
2016-01-25,159.5020751953125,-0.015231541976210572,1
2016-01-26,161.67813110351562,0.013550581028276554,1
2016-01-27,159.9185028076172,-0.010943185782596565,1
2016-01-28,160.75157165527344,0.005195812070772021,1
2016-01-29,164.67027282714844,0.024084987954394954,1
2016-02-01,164.6107635498047,-0.0003614497733996913,1
2016-02-02,161.64413452148438,-0.01818645980463618,1
2016-02-03,162.6132049560547,0.0059771866461098,1
2016-02-04,162.8682098388672,0.0015669400672191358,1
2016-02-05,159.76560974121094,-0.01923354313132908,1
2016-02-08,157.61492919921875,-0.013552900685226632,1
2016-02-09,157.62342834472656,5.392202634268983e-05,1
2016-02-10,157.4874725341797,-0.0008629077483757186,1
2016-02-11,155.43887329101562,-0.013093359107612557,1
2016-02-12,158.6434783935547,0.02040685377559548,1
2016-02-16,161.32113647460938,0.016737604521964933,1
2016-02-17,163.95631408691406,0.016202999993909728,1
2016-02-18,163.28472900390625,-0.004104534196108567,0
2016-02-19,163.2082061767578,-0.00046875641279875424,0
2016-02-22,165.57131958007812,0.014375311798637824,0
2016-02-23,163.48025512695312,-0.012709816715061883,0
2016-02-24,164.22828674316406,0.0045652329420988735,0
2016-02-25,166.21737670898438,0.012038977721020139,0
2016-02-26,165.8348388671875,-0.002304083472943752,0
2016-02-29,164.5343017578125,-0.007873276693467268,0
2016-03-01,168.40194702148438,0.02323459383472226,0
2016-03-02,169.1585235595703,0.004482620868868636,0
2016-03-03,169.8214874267578,0.003911526880535199,0
2016-03-04,170.3740692138672,0.003248615464227278,0
2016-03-07,170.51011657714844,0.0007982028863491308,0
2016-03-08,168.6484832763672,-0.010978061580722454,0
2016-03-09,169.48153686523438,0.0049274256928129034,0
2016-03-10,169.61753845214844,0.0008021348573654663,0
2016-03-11,172.3546905517578,0.01600837916626663,0
2016-03-14,172.1336212158203,-0.0012834651204860492,0
2016-03-15,171.8531494140625,-0.0016307130846771045,0
2016-03-16,172.84765625,0.005770277173870575,0
2016-03-17,173.94422912597656,0.006324118740688611,0
2016-03-18,174.6277618408203,0.003921907718897444,0
2016-03-21,174.8755340576172,0.0014178536294959798,0
2016-03-22,174.78164672851562,-0.0005370250434832968,0
2016-03-23,173.6281280517578,-0.006621644827643713,0
2016-03-24,173.55120849609375,-0.000443111376888794,0
2016-03-28,173.65377807617188,0.0005908301264589966,0
2016-03-29,175.26004028320312,0.009207279677298175,0
2016-03-30,176.029052734375,0.004378238293691439,0
2016-03-31,175.60182189941406,-0.0024299973410180087,0
2016-04-01,176.79803466796875,0.00678897758176511,0
2016-04-04,176.22555541992188,-0.0032432945896223586,0
2016-04-05,174.46546936035156,-0.010037900681511225,0
2016-04-06,176.3707733154297,0.010861606953436187,0
2016-04-07,174.26031494140625,-0.012038201583647101,0
2016-04-08,174.73031616210938,0.002693490672615262,0
2016-04-11,174.32022094726562,-0.002349776665197645,0
2016-04-12,175.943603515625,0.00926955100127902,0
2016-04-13,177.72076416015625,0.010050068739064777,0
2016-04-14,177.7293701171875,4.8422865561725814e-05,0
2016-04-15,177.53286743164062,-0.0011062403195012394,0
2016-04-18,178.78033447265625,0.007002110116827609,0
2016-04-19,179.34423828125,0.0031492073850207802,0
2016-04-20,179.51510620117188,0.0009522835922295414,0
2016-04-21,178.54954528808594,-0.005393234152022863,0
2016-04-22,178.54954528808594,0.0,0
2016-04-25,178.2420654296875,-0.0017235827596948639,0
2016-04-26,178.5069122314453,0.001484779870430053,0
